,CAN10_1,CAN11_1,CAN5_1,CAN6_1,CAN7_1,CAN8_1,CAN9_1,Year,State
137,13.758830569436144,142.6039919385221,158.3173928970626,8.196144688129422,41.55121585167945,72.80741718125847,28.385443118214614,2023,NC
138,13.700516531523308,144.08896620445887,159.2206448492749,8.383009421825406,41.90008325427771,72.65212134892751,28.38071610406042,2024,NC
139,13.642175006245562,145.57363380547616,160.11395509972542,8.56841422319412,42.24254803732038,72.49951565861713,28.384794163703926,2025,NC
141,13.10237947789331,131.01694119684396,142.78733482947572,6.25422796010971,42.411918020620945,61.54806933148456,24.991012413473804,2020,ND
142,13.102854706967866,131.63454029113052,142.97514304186527,6.406432580947875,41.998988022282724,61.35965573887034,25.23659172444605,2021,ND
143,13.097624259690438,132.3400529645383,143.37093993875507,6.603344237804412,41.544435517117385,61.17124058722212,25.482168839452797,2022,ND
144,13.093065781022103,133.03546950034794,143.70200680478786,6.7959913253784165,41.100240626558666,60.98282446358358,25.727744567533964,2023,ND
145,13.088299935186892,133.73341551348565,144.0504754510708,6.990323281288145,40.6532504554838,60.794408099353376,25.973319969279704,2024,ND
146,13.083518060234674,134.43088581897317,144.39519416804734,7.1846892476081825,40.20705681480468,60.60599149453151,26.218895027693375,2025,ND
148,13.634368454307937,139.96557271284985,143.81873563548234,7.903673785924911,45.93023449908942,60.23260313142093,30.821207938529554,2020,NE
149,13.551601201745989,141.6112285752781,144.69087191826347,8.068061864376068,46.10796851553023,59.99898734036836,31.30692867469043,2021,NE
150,13.468828453123564,143.2568425723352,145.56297778370782,8.232444143295288,46.28568930178881,59.765362185488186,31.792636180669074,2022,NE
151,13.386055290636909,144.90245342841376,146.43508136707038,8.3968259871006,46.46340909544379,59.53173632808035,32.27834269404412,2023,NE
152,13.303281676148366,146.5480608423241,147.3071824495214,8.561207354068754,46.641127801314,59.298109700779186,32.764048119634396,2024,NE
153,13.220507700058311,148.1936654809863,148.17928151561247,8.725588339567182,46.8188456369564,59.06448245756336,33.24975267499686,2025,NE
155,14.245631171452498,138.9354148660321,168.46218652964257,5.760832613706588,41.891109177470206,73.95490946844224,37.7277320092544,2020,NH
156,14.230930239334697,140.4404964931775,169.46818840177727,5.9287314951419825,42.14912400767207,73.7948360630622,38.21655826214702,2021,NH
157,14.216225329600267,141.94554782924246,170.47416826589028,6.096626180410384,42.407129265367985,73.63475588262088,38.70537494253368,2022,NH
158,14.201515792496492,143.45056394762364,171.48012252692126,6.264515984058379,42.66512340046465,73.47466783002027,39.19418048672379,2023,NH
159,14.186805526539672,144.955574493995,172.48607275523239,6.432405018806456,42.92311576791107,73.314578526343,39.682984276860964,2024,NH
160,14.172094995031742,146.46058303960604,173.49202151425797,6.6002937734127025,43.18110750988125,73.15448877997707,40.171787427924585,2025,NH
162,12.580469981332616,146.90497014084832,155.14135557479844,8.259989047050475,43.953683155775074,59.971547390179104,23.41976174749434,2020,NJ
163,12.570726233037803,148.5576171545312,155.98715102227092,8.390005999803542,44.06807590033859,59.68235730634384,23.554693787917497,2021,NJ
164,12.560992530484986,150.21034064888954,156.833002036872,8.520033550262449,44.18249282091856,59.39318432857596,23.6896500043571,2022,NJ
165,12.551259822336327,151.86307169450447,157.67885853784776,8.650062149763105,44.29691213462502,59.104013039761575,23.824608613923196,2023,NJ
166,12.541530843203256,153.51583113800734,158.52473567134385,8.780094683170317,44.4113404225558,58.81484810256715,23.95957619771362,2024,NJ
167,12.5318039489289,155.16860648002475,159.37062435592517,8.91012941598892,44.52577372789383,58.52568672131753,24.09454879891128,2025,NJ
169,11.712370502855624,97.36743575576693,126.71558925009641,9.585296811163426,37.995434271031996,54.745842974105244,19.40624640267343,2020,NV
170,11.581106701958918,98.13904163055123,126.94866577476883,9.677998964488506,38.01827401858755,54.33135124016555,19.521992217749364,2021,NV
171,11.449854164384297,98.9107333013788,127.1818046346617,9.770712999999523,38.04114087237977,53.91687869100524,19.63776514586062,2022,NV
172,11.31860221158712,99.68242940399797,127.4149467144782,9.86342765390873,38.064009136892864,53.502407137894416,19.753539474494765,2023,NV
173,11.187348414057231,100.45411143675449,127.64807857181874,9.956140358746051,38.08687295508572,53.08793244265645,19.869309356808674,2024,NV
174,11.056095972533011,101.22580383904281,127.88121796315534,10.04885449707508,38.10974004343153,52.67346005709847,19.985082516074193,2025,NV
176,12.404643519253778,144.9445407486521,151.15897125762422,8.186170498281717,41.94358105291612,64.52842941108783,20.253735338803384,2020,NY
177,12.269559231710927,146.01752660991625,151.68897672044113,8.266854862496256,41.96559768393636,64.23030414497482,20.44332911446691,2021,NY
178,12.134474494991197,147.09050905052572,152.21897970579255,8.347538754716515,41.98761323736981,63.93217811618624,20.632921809144324,2022,NY
179,11.99938439074903,148.1634506153874,152.7489530006346,8.42821698449552,42.009615876758474,63.63404294732031,20.82250158637763,2023,NY
180,11.864291950222096,149.23637438854203,153.27891335325936,8.50889274738729,42.03161288686097,63.3359037942564,21.012075741123418,2024,NY
181,11.729197890963395,150.30928583443165,153.8088647494946,8.589566803351044,42.053606001334266,63.03776188401201,21.20164600024001,2025,NY
183,13.855006738381535,128.7708569552866,149.2155586366076,8.252618247270584,46.17636896055192,76.79090153295549,28.461777348630132,2020,OH
184,13.757547674137939,130.11907140046827,149.96104572595405,8.378966987133026,46.364643815346064,76.58641626313332,28.880256397463384,2021,OH
185,13.660089781214865,131.46729475763863,150.70653928640917,8.505316960811614,46.55292148478329,76.38193298541013,29.29873826093972,2022,OH
186,13.562631972865582,132.81551875752632,151.4520333157852,8.631667023897169,46.74119935818016,76.17744985204195,29.717220328375703,2023,OH
187,13.465174164516299,134.163742757414,152.19752734516123,8.758017086982724,46.92947723157703,75.97296671867376,30.135702395811684,2024,OH
188,13.367716356167016,135.5119667573017,152.94302137453727,8.884367150068279,47.1177551049739,75.76848358530557,30.554184463247665,2025,OH
190,13.800125860112406,110.0715801678598,137.729588962129,9.7698260307312,44.56383070517331,72.54506384204143,23.981203247886153,2020,OK
191,13.750214935652906,111.68032497186215,138.65357631590834,9.89929665327072,44.73449805025011,72.28777068420315,24.346804446913307,2021,OK
192,13.700138790377718,113.401846652478,139.57711341182386,10.028666931390761,44.868081874400374,72.03047770921454,24.71240593148396,2022,OK
193,13.649674104278276,115.08684813287111,140.50092757747814,10.15793038010597,45.02359537146985,71.7731845994946,25.078007205296316,2023,OK
194,13.599068678915488,116.78967720493677,141.42458868734533,10.287184876203535,45.16474242713302,71.51589155714032,25.443608581088494,2024,OK
195,13.548335014966613,118.4777666114271,142.3484079486069,10.416440933942791,45.31495387088507,71.25859847147954,25.809209895692778,2025,OK
197,14.2010096989572,128.6045818487415,153.66799489890693,7.7566088631749155,46.08204879581463,73.18576926109382,26.48737307712436,2020,PA
198,14.151514571035896,129.93187294790988,154.2394924694983,7.847413317859173,46.08557324896101,72.87865392893245,26.69355967007578,2021,PA
199,14.10201945441464,131.25916412775405,154.81099010261244,7.938217784464359,46.08909772760235,72.5715386160184,26.899746290221817,2022,PA
200,14.052524346268417,132.58645537751727,155.38248779043403,8.029022261500359,46.092622228339316,72.26442331994578,27.105932930763817,2023,PA
201,14.00302924659723,133.91374668644275,155.95398551733234,8.119826745986938,46.096146747772586,71.95730803590273,27.312119591701784,2024,PA
202,13.953534152576067,135.24103804377373,156.52548327549206,8.210631236433981,46.099671282502825,71.65019276148335,27.518306266237058,2025,PA
204,13.135020136740057,136.9893316019792,137.88290815496194,6.7116764962673185,44.3863373298198,63.21626402100472,29.228930120472796,2020,SD
205,13.01503020652259,138.34649741910397,138.1868622637043,6.780014746636152,44.25450600832701,62.87439603511596,29.51839518580819,2021,SD
206,12.895040281955147,139.70366327387745,138.49081640370807,6.848353002220391,44.12267470043153,62.53252805794864,29.80786026346614,2022,SD
207,12.775050360212717,141.06082915823208,138.79477054371182,6.91669126227498,43.99084339253605,62.190660087397596,30.097325350472243,2023,SD
208,12.65506044412031,142.41799506678944,139.09872471497698,6.9850295253098,43.859012098237876,61.848792122259866,30.38679044512683,2024,SD
209,12.535070528027902,143.77516099417116,139.40267888624214,7.053367790579794,43.7271808039397,61.50692416103175,30.676255545305327,2025,SD
211,14.595926896824187,133.19442808134482,139.6010625628405,8.68793873488903,44.52003710195422,82.8399278877924,22.922527152672412,2020,TN
212,14.531390309923633,134.7166418315843,140.21409363910786,8.78190806210041,44.66755555775017,82.65989176432294,23.196290640626106,2021,TN
213,14.466853742798163,136.2388557431754,140.82712482869778,8.87587741166353,44.81507406793535,82.47985567934813,23.47005417956971,2022,TN
214,14.402317164372645,137.7610695687123,141.4401559557649,8.969846749305724,44.96259255092591,82.29981957512601,23.743817689619032,2023,TN
215,14.337780600072186,139.28328349106016,142.05318715707784,9.063816100358961,45.11011106111109,82.1197834901512,24.017581231961966,2024,TN
216,14.273244030121703,140.80549737038092,142.66621832712937,9.157785445451735,45.25762955769896,81.93974739555274,24.291344760707588,2025,TN
218,11.355230674892661,102.80523924373556,120.36365945647314,9.474761104583738,37.9971682880423,47.97694629208808,14.200460378639404,2020,TX
219,11.253961203115367,104.0632866647793,120.90707484611774,9.54068162590265,37.96477021804312,47.5971343068872,14.418083247169857,2021,TX
220,11.15277639764826,105.32133270895575,121.45048922758237,9.606601954251525,37.932371707831045,47.21732200891715,14.635705673787749,2022,TX
221,11.05170671423741,106.5793772471836,121.99390252271354,9.672522073984144,37.899972721713134,46.83772300508189,14.853655496425935,2023,TX
222,10.95074176743315,107.83742061292288,122.53731496597172,9.73844202980399,37.86757336166921,46.458625658927545,15.072332788724461,2024,TX
223,10.84985792248043,109.09546303206591,123.08072672147921,9.804361853748558,37.83517370078481,46.080106300565795,15.29184005400167,2025,TX
225,9.184976102970538,108.64467195421459,110.88943650036428,5.303397347405553,27.172064747661356,23.701276412047463,38.73719903575257,2020,UT
226,9.11497054463252,109.82956070406364,111.32169760991817,5.380102773755788,27.233112323284153,23.426925358083125,39.11831371122972,2021,UT
227,9.044964972169442,111.01444923877717,111.75395843811953,5.45680818464607,27.294159864913677,23.152574284871456,39.499428359512244,2022,UT
228,8.974959388406317,112.19933749381454,112.18621885992275,5.533513581193983,27.355207386147235,22.878223197224287,39.88054298739881,2023,UT
229,8.904953796168158,113.38422564128415,112.61847914104969,5.61021897047758,27.416254893783485,22.60387209995345,40.261657601688064,2024,UT
230,8.834948198279974,114.56911370269955,113.05073929713106,5.686924353241919,27.477302387822427,22.329520993058946,40.64277220238001,2025,UT
232,12.370036215645566,112.55886007626542,140.01787011694782,6.408034330606461,37.65670938640833,58.93290438434732,22.303950441814965,2020,VA
233,12.330006182442101,114.07542319539935,140.2614659757974,6.512000715732575,37.784948230534795,58.61177458528742,22.468309820443398,2021,VA
234,12.289976177488755,115.5919847978279,140.51598034556952,6.615967154502869,37.91318716984242,58.29064485720207,22.63266937583686,2022,VA
235,12.249946138635268,117.108547142474,140.76062380500755,6.7199335396289825,38.04142601396889,57.96951505573626,22.79702875446529,2023,VA
236,12.209916111081828,118.62510879868643,141.01299373690657,6.823899951577187,38.16966489888728,57.64838528915624,22.961388228274892,2024,VA
237,12.169886060928292,120.14167082062924,141.25982361827042,6.927866327762604,38.29790372941643,57.32725547566084,23.125747593306016,2025,VA
239,14.541027877402177,120.39726996300742,156.64722499541628,4.67715316824615,40.48714838330634,71.47252077944579,44.23249087193982,2020,VT
240,14.436541807628231,121.55840489072725,157.2208374462323,4.753229743149132,40.50572255286388,71.10878115473318,44.62373628411443,2021,VT
241,14.332055706072902,122.71953958179802,157.7944497251107,4.829306285269558,40.52429664763622,70.74504147709041,45.01498162150384,2022,VT
242,14.227569588273754,123.88067414378747,158.3680619102049,4.905382810253649,40.54287070501596,70.38130177057664,45.40622692489998,2023,VT
243,14.123083444343248,125.04180851215497,158.94167395462281,4.981459307763725,40.561444701207805,70.01756202075637,45.797472160309574,2024,VT
244,14.018597282050164,126.20294272992761,159.5152858974412,5.0575357859022905,40.58001865320839,69.65382223965918,46.188717354927235,2025,VT
246,13.553238106487937,110.89263615375386,147.10049759736285,6.9170046031475065,37.28156493064016,55.992880097373096,27.951367335766555,2020,WA
247,13.514770971518006,112.23466576752254,147.53883038872542,6.98664408698678,37.3262693695724,55.61498416975764,28.030973718315366,2021,WA
248,13.47630381394798,113.57669504783118,147.97708604259725,7.0562835659831755,37.37097379490733,55.237088232518516,28.110580087266868,2022,WA
249,13.437836645077907,114.9187240699772,148.4152806429658,7.125923040881752,37.415678213443606,54.85919229046756,28.19018644262106,2023,WA
250,13.399369459257763,116.26075288774449,148.8534260535302,7.195562512055039,37.460382625181225,54.481296343604775,28.26979279797525,2024,WA
251,13.360902262137571,117.60278150113302,149.29153104311163,7.2652019754052155,37.50508701652288,54.10340038230649,28.34939912613482,2025,WA
253,13.91427175706873,135.81253956109288,151.93641033128367,6.869226610660553,40.758468293771145,66.91764290655655,27.286861435323956,2020,WI
254,13.771407567802813,137.00630882531408,152.5921151276503,6.991339844465255,40.875202277489,66.71396424435082,27.64279198981822,2021,WI
255,13.628543378536895,138.20007808953528,153.24781992597073,7.113453078269957,40.99193626120686,66.51028558214509,27.998722544312486,2022,WI
256,13.485679186445964,139.39384733224293,153.90352470817203,7.235566309094428,41.10867024492472,66.30660691993936,28.354653092008093,2023,WI
257,13.342814994355033,140.58761657495057,154.5592294859772,7.357679539918898,41.225404228642574,66.10292825773362,28.7105836397037,2024,WI
258,13.199950802264102,141.78138581765822,155.21493425596702,7.4797927707433685,41.342138198763124,65.89924958590423,29.066514187399306,2025,WI
260,16.62462534413983,122.01087773498148,144.666652246844,9.919830179214477,54.3480235742405,96.38740181966375,26.106055928394202,2020,WV
261,16.59943797948459,123.77881632279605,145.58747816706693,10.01724522858858,54.49703527297824,96.2061026669418,26.434083800809464,2021,WV
262,16.574250586579236,125.5467546954751,146.5083039309829,10.11466024816036,54.64604690372943,96.02480346610152,26.76211160523818,2022,WV
263,16.54906317672381,127.31469293907286,147.42912960111468,10.21207525283098,54.79505849368869,95.84350423639023,27.09013937567362,2023,WV
264,16.52387576121836,129.0826311396435,148.34995523998506,10.309490248560902,54.94407007005065,95.66220499705528,27.418167125713094,2024,WV
265,16.498688340062884,130.85056929718704,149.27078084759407,10.406905241310593,55.09308163281529,95.48090574809666,27.746194868953914,2025,WV
267,11.270893681980665,131.06773770262953,126.32160653846027,7.998873162269592,35.95925003346056,45.61704052848122,26.39599184319377,2020,WY
268,11.16884053073978,132.48910661310657,126.90740985067482,8.048309749364853,35.86387506378815,45.18806081196916,26.431487791985273,2021,WY
269,11.066787375967632,133.91047549938085,127.493213143351,8.097746333479881,35.768500087317086,44.75908108583344,26.466983740776776,2022,WY
270,10.964734219076723,135.33184436951998,128.07901642430414,8.14718291759491,35.67312511084602,44.330101359697714,26.502479662373663,2023,WY
271,10.862681060773308,136.75321322621315,128.66481969744194,8.196619498729705,35.5777501275763,43.90112163356199,26.53797558397055,2024,WY
272,10.760627901763641,138.17458207483872,129.25062296667207,8.2460560798645,35.48237514430658,43.4721418978026,26.573471505567436,2025,WY
